id,totalsteps,totaldistance,trackerdistance,veryactiveminutes,fairlyactiveminutes,lightlyactiveminutes,sedentaryminutes,calories,timestamp,date
6962181067,15491,10.2399997711182,10.2399997711182,18,77,272,641,2244,2016-03-30,2016-03-30
6962181067,14097,9.31999969482422,9.31999969482422,50,32,234,595,2188,2016-03-31,2016-03-31
6962181067,10467,6.98000001907349,6.98000001907349,9,45,252,602,2014,2016-04-01,2016-04-01
6962181067,12437,8.30000019073486,8.30000019073486,50,24,219,732,2115,2016-04-02,2016-04-02
6962181067,12307,8.14000034332275,8.14000034332275,14,51,218,589,2055,2016-04-03,2016-04-03
6962181067,18952,12.8000001907349,12.8000001907349,73,20,327,570,2437,2016-04-04,2016-04-04
6962181067,12010,7.94000005722046,7.94000005722046,38,17,287,692,2158,2016-04-05,2016-04-05
6962181067,12480,8.85999965667725,8.25,55,14,276,593,2170,2016-04-06,2016-04-06
6962181067,13417,9.64999961853027,8.86999988555908,45,16,284,665,2244,2016-04-07,2016-04-07
6962181067,14400,10.8800001144409,9.52000045776367,27,37,276,697,2188,2016-04-08,2016-04-08
6962181067,12495,8.26000022888184,8.26000022888184,33,19,324,609,2231,2016-04-09,2016-04-09
6962181067,10148,6.71000003814697,6.71000003814697,19,7,306,679,2100,2016-04-10,2016-04-10
6962181067,12362,9.09000015258789,8.17000007629395,21,38,297,678,2188,2016-04-11,2016-04-11
6962181067,5893,3.90000009536743,3.90000009536743,43,9,48,146,917,2016-04-12,2016-04-12
6962181067,10199,6.73999977111816,6.73999977111816,50,14,189,796,1994,2016-04-12,2016-04-12
6962181067,5652,3.74000000953674,3.74000000953674,8,24,142,548,1718,2016-04-13,2016-04-13
6962181067,1551,1.02999997138977,1.02999997138977,0,0,86,862,1466,2016-04-14,2016-04-14
6962181067,5563,3.6800000667572,3.6800000667572,0,0,217,837,1756,2016-04-15,2016-04-15
6962181067,13217,8.73999977111816,8.73999977111816,50,3,280,741,2173,2016-04-16,2016-04-16
6962181067,10145,6.71000003814697,6.71000003814697,5,13,295,634,2027,2016-04-17,2016-04-17
6962181067,11404,7.53999996185303,7.53999996185303,13,42,238,689,2039,2016-04-18,2016-04-18
6962181067,10742,7.09999990463257,7.09999990463257,35,41,195,659,2046,2016-04-19,2016-04-19
6962181067,13928,9.55000019073486,9.55000019073486,48,4,297,639,2174,2016-04-20,2016-04-20
6962181067,11835,9.71000003814697,7.88000011444092,53,27,214,708,2179,2016-04-21,2016-04-21
6962181067,10725,7.09000015258789,7.09000015258789,30,33,240,659,2086,2016-04-22,2016-04-22
6962181067,20031,13.2399997711182,13.2399997711182,58,41,347,484,2571,2016-04-23,2016-04-23
6962181067,5029,3.3199999332428,3.3199999332428,0,0,199,720,1705,2016-04-24,2016-04-24
6962181067,13239,9.27000045776367,9.07999992370605,35,31,282,637,2194,2016-04-25,2016-04-25
6962181067,10433,6.90000009536743,6.90000009536743,36,7,254,680,2012,2016-04-26,2016-04-26
6962181067,10320,6.82000017166138,6.82000017166138,7,38,279,697,2034,2016-04-27,2016-04-27
6962181067,12627,8.35000038146973,8.35000038146973,38,8,288,621,2182,2016-04-28,2016-04-28
6962181067,10762,7.1100001335144,7.1100001335144,12,15,369,645,2254,2016-04-29,2016-04-29
6962181067,10081,6.65999984741211,6.65999984741211,32,16,237,731,2002,2016-04-30,2016-04-30
6962181067,5454,3.60999989509583,3.60999989509583,0,0,215,722,1740,2016-05-01,2016-05-01
6962181067,12912,8.53999996185303,8.53999996185303,18,39,313,655,2162,2016-05-02,2016-05-02
6962181067,12109,8.11999988555908,8.11999988555908,21,36,267,654,2072,2016-05-03,2016-05-03
6962181067,10147,6.71000003814697,6.71000003814697,15,36,284,683,2086,2016-05-04,2016-05-04
6962181067,10524,6.96000003814697,6.96000003814697,14,22,305,591,2066,2016-05-05,2016-05-05
6962181067,5908,3.91000008583069,3.91000008583069,0,0,299,717,1850,2016-05-06,2016-05-06
6962181067,6815,4.5,4.5,0,0,328,745,1947,2016-05-07,2016-05-07
6962181067,4188,2.76999998092651,2.76999998092651,0,14,151,709,1659,2016-05-08,2016-05-08
6962181067,12342,8.72000026702881,8.68000030517578,43,21,231,607,2105,2016-05-09,2016-05-09
6962181067,15448,10.210000038147,10.210000038147,62,34,275,626,2361,2016-05-10,2016-05-10
6962181067,6722,4.44000005722046,4.44000005722046,24,7,199,709,1855,2016-05-11,2016-05-11
6962181067,3587,2.36999988555908,2.36999988555908,0,8,105,127,928,2016-05-12,2016-05-12
